Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Not classified,INX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,87,,,,,93,,,,,,,,,97,97,,98,,,,98,98,98,,98,,,,,,98.80999756,,
Iraq,IRQ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,85,,,,,,,,,,,,84,,89,,91,94,,,,,,,
Iceland,ISL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,100,,,,,
Jamaica,JAM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,93.56999969,,
Jordan,JOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,99,,99,,99,,,99,99,99,,,,,,97.09277344,,,,,99,
Japan,JPN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,100,,,,,,,,,,100,99.89736176,,,,,,,,,,99.90000153,,,,
Kenya,KEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,93,,,,,,,82.39047241,,,,,,,86.52562714,,,,,,,,95.72988892,,
Kyrgyz Republic,KGZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,99.69999695,,,,,
Cambodia,KHM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,76,,,,,,83,77.95999908,,,87,87,79.44000244,,,,90,92,,,,,,91.83219147,95.97000122,,
Kiribati,KIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.15876007,,,,,,
St. Kitts and Nevis,KNA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,
Kuwait,KWT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,92,,,,,,,,,,100,99,98,99,,99,,99,99,,99,,99,99,,99,,,,
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,91.00885773,91.68752289,92.34606934,92.99497986,93.64060974,93.98799896,94.11608887,94.33807373,94.56858826,94.78500366,94.94232178,95.36907196,96.18714142,96.30600739,96.49841309,96.56121063,96.77681732,96.98232269,97.21778107,97.17653656,97.68977356,97.86643982,97.8331604,98.12210083,98.21948242,98.3635025,98.36029053,98.44753265,98.49458313,98.48764038,98.54428864,98.60072327,98.6346817,
Lao PDR,LAO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,71,,,,,81,78,,,,84,,,,,,72.05622864,,,,92,,87.91506195,,,,,94.51000214,,
Lebanon,LBN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,99,,99,,,,,,,,,97,,,,,,
Liberia,LBR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,49.07410812,,,,,,75.05999756,,,,55.39870071,,77.45999908,,,,,
Libya,LBY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,97.90000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,99.98000336,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,91.53437805,92.14644623,92.73970032,93.32685089,93.91158295,94.22766876,94.35014343,94.59259033,94.8098526,95.01228333,95.16770935,95.56565094,96.31987,96.44152069,96.62947845,96.73310089,96.94023132,97.13288116,97.34371185,97.31098175,97.73799133,97.90071106,97.86769867,98.1967926,98.26236725,98.3879776,98.37647247,98.45691681,98.49913025,98.49362946,98.54633331,98.59947205,98.63147736,
Least developed countries: UN classification,LDC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,56.4301796,56.50212097,56.83895111,57.5455513,58.35902023,58.86264038,59.44530106,60.76390076,61.92449951,62.52407837,63.27054977,64.93672943,65.66320801,66.44702148,66.9204483,63.69755173,64.86707306,65.29521179,66.25041962,69.82128143,71.01043701,71.72190094,74.414711,75.02359009,76.17415619,77.3989563,78.31269073,78.18434906,78.99671936,79.1242218,79.57303619,79.98713684,80.29020691,
Low income,LIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,57.98632813,57.37390137,57.18157959,57.12503815,57.25487137,57.36561966,57.73051071,58.20384979,58.54285812,58.75310135,59.31061935,61.48957062,61.91305923,62.56996918,62.95886993,61.41233826,63.061409,64.36593628,65.20146179,65.92835236,68.69970703,69.58618927,70.70780945,71.1870575,71.96705627,72.68138885,73.69734955,73.20400238,73.32401276,73.54268646,74.10439301,74.62078094,75.0418396,
Liechtenstein,LIE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,96,,,,,97,,98,,98,,,,,,99,99,99,99,99,99,99,,
Lower middle income,LMC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,65.97796631,67.15872192,68.15984344,69.21150208,70.13110352,71.11231995,71.97411346,74.31130981,75.36766052,75.61501312,76.45783997,77.28897858,78.27722168,79.07389832,79.59629059,79.62338257,80.23557281,81.03101349,81.73451233,82.97859955,83.38083649,84.2803421,85.49669647,86.22695923,87.07070923,87.66226196,88.14917755,88.61888885,90.58197021,90.93727875,91.26296234,91.5725708,91.83663177,
Low & middle income,LMY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,80.72239685,81.08664703,81.4070282,81.7097168,82.02291107,82.32309723,83.33586884,84.28768158,84.66649628,84.7026062,85.09607697,85.66555023,86.240242,86.66517639,86.9332962,86.70433807,87.10453033,87.60433197,87.71927643,88.22575378,88.53024292,88.88955688,89.40756226,89.70011902,90.02340698,90.24407959,90.42263031,90.49552155,91.44126892,91.55806732,91.70404053,91.86737061,91.97692108,
Lesotho,LSO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,91,,,,,,,,,83.19441223,,,,,86.63220215,,,,95.19470215,,,,89.73000336,,
Late-demographic dividend,LTE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,94.0088501,94.23143005,94.45195007,94.68180084,94.92909241,95.16301727,97.18756866,97.29432678,97.38424683,97.47810364,97.62313843,97.7624588,98.06536865,98.19164276,98.31226349,98.45162964,98.73052979,98.79136658,98.81786346,98.81764984,98.95851135,99.16455841,99.23461151,99.27992249,99.28230286,99.33799744,99.35729218,99.3759079,99.4050293,99.43630219,99.47371674,99.5087738,99.53520203,
Lithuania,LTU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,,99.94999695,,,
Luxembourg,LUX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,100,,,,,,,,,,,100,,,,,,,,,,99.81999969,,,
"Macao SAR, China",MAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,99.79000092,,,
St. Martin (French part),MAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,58,,,,,,,,,,70,,,,78,79,,82,91,,,,,,,,,,98.51999664,,
Monaco,MCO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,100,,,,,99.91000366,,,,,,,99.91000366,,100,,,,,,,99.69999695,,,
Madagascar,MDG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,70,,,,,58,,,,64.94024658,,,77,,,,,,80,,,82.38259888,80.73000336,,
Maldives,MDV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,98,,,,,98,,,,,,99,,,,,,,,99,,99,98.13088989,,98.74423981,,99.43000031,,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,78.74198151,79.79860687,79.67501831,80.56228638,81.83984375,82.75093079,83.61924744,84.36316681,85.12288666,85.81147766,86.59729767,87.26563263,88.38231659,88.95101929,89.31587982,89.44830322,90.14309692,91.11820221,88.75276947,89.03765869,89.27990723,90.07028961,90.59384918,90.68309784,90.81234741,89.38910675,89.63127136,89.81838989,90.0474472,90.29154968,90.56874084,90.7463913,90.88581085,
Mexico,MEX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,97.33000183,,97.51999664,,97.29000092,98,97.86000061,98,98.29000092,99,98.41000366,98,98.75,99,98.65000153,99,98.59999847,99,98.61000061,,98.95999908,,98.94999695,,
Marshall Islands,MHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,
Middle income,MIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,82.34340668,82.80899048,83.2088623,83.58454132,83.95749664,84.3157196,85.41648865,86.43473053,86.85645294,86.91658783,87.32151031,87.78060913,88.40113831,88.83895111,89.12989807,89.06327057,89.40718842,89.89373016,89.99891663,90.54837036,90.65891266,91.03347015,91.55149078,91.88462067,92.22416687,92.45606995,92.59796143,92.81025696,93.93871307,94.11328888,94.26571655,94.43456268,94.56331635,
North Macedonia,MKD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,99,,,,,,,,99,,,,,,,,,,98.59999847,,,,,,,,,,,,
Mali,MLI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,24,,,,,,,,39,,,,44,42,,,,49,,,50,,46,,,,
Malta,MLT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,96,,,,,,,,,,98,,,,,,99,,,,,,,,,,99.44999695,,,
Myanmar,MMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,95,,,,,,,,,,,,,,,,90.42327118,,,95,,,,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,77.3704071,78.47489166,78.24272919,79.12973022,80.47337341,81.43405151,82.33583069,82.96221161,83.77501678,84.52980804,85.40042877,86.14942169,87.52055359,88.13308716,88.51207733,88.58467865,89.26241302,90.25884247,87.44377899,87.68637085,87.65988159,88.59754944,89.24001312,89.37275696,89.59580231,87.99941254,88.32949829,88.59358215,88.90550232,89.19757843,89.48410034,89.71373749,89.86395264,
Montenegro,MNE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99,,,,,,,,,,,,99,,,,,,,,99,,,,,,,97.42230225,,,99.05000305,,,
Mongolia,MNG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,98,,,,,,,,,,98,,,,,,,,99.53312683,,99,,,,
Northern Mariana Islands,MNP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,47,,,,,,62,,,,,,67,,,,,,71,,71,,,70,,,,
Mauritania,MRT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,61,,,,,,,56.12242889,,,,,,71,,81.42108917,,,,,70.86398315,76.48999786,,,
Mauritius,MUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,95,,,,,,,,,,,98,,,,,,,,,,99.30000305,,,
Malawi,MWI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,76,,,,,,,,,,,,72.13955688,,,,76.08190918,72.93560791,,,,,80.72570038,,76.79000092,,
Malaysia,MYS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,96,,,,,,,,,,,,,,,,,,,98,,,,,,98,97,97,97,,,99,,
North America,NAC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,99.58637238,99.58963013,99.59187317,99.59474182,99.59647369,99.59728241,,,,,,,,,99.6121521,99.61271667,99.61370087,99.61325836,99.61460876,99.6149826,,
Namibia,NAM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,88,,,,,,,,,89.43000031,92,,,,,,87.09541321,,,,94,,94.16000366,,,,,,,,95.55000305,,,
New Caledonia,NCL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,99,,,,,,,,,,99.19999695,,,,,,,,,,,,,,,,,,
Niger,NER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,20,,,,37,21.38999939,,,,,,40,,,,,,,,,,48.20999908,,
Nigeria,NGA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,71,,,,,,,,,,,,69,,,79,,66.38353729,,,,,79.16000366,,,72.95526123,,65.78498077,,,73.67276764,,,
Nicaragua,NIC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,87.33000183,,,,90.98999786,,,,93.66999817,,,,,95.33999634,91.57177734,,,,,,,,,
Netherlands,NLD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,50,,,,,,,,,,70,,,,,82.09999847,,,,,85,,,,,89.09406281,,,94.23831177,,94.18000031,,,
Nauru,NRU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,98.40721893,98.47776794,,,,,,,,,,,,,99.18363953,99.25330353,99.24183655,99.26622772,99.28530884,,
Oman,OMN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,97,,,,,98,,98,,,,,99,,99,99,,,,100,,
Other small states,OSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,85.57485962,85.63642883,85.80519867,85.83422089,85.99066162,86.39112091,86.83856201,87.36016083,87.71726227,87.73911285,88.0619278,88.26641083,88.44100189,88.65383148,88.8945694,88.45159149,87.91200256,88.29440308,87.45172882,87.46124268,87.78858948,88.23229218,88.76109314,88.96814728,89.5667572,89.71560669,89.89012146,90.0925293,90.24833679,90.46504974,90.57785797,90.75409698,90.85159302,
Pakistan,PAK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,55,,,,,,,65,69,66,71,71,71,71,73,72,73,,,75,72,73,,,,,
Panama,PAN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,96,,,,,,,,,,98,,,,98.01000214,98.23999786,98.76000214,99.06999969,99.09999847,98.87999725,,99.25,99.33999634,,
Peru,PER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,95,,,,,,,97.58000183,97.16000366,96.76000214,96.84999847,97.36000061,97.48000336,97.98999786,97.55000305,97.83999634,98.33999634,98.30999756,98.44999695,98.72000122,98.88999939,98.98999786,99.05000305,98.94000244,99.08000183,99.04000092,99.12000275,99.51999664,99.12000275,99.30000305,,
Philippines,PHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,96,,,,,,95,,,95,,,,,98,,,,,98,,99,,,,98,99,,99.76999664,,
Palau,PLW,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,100,,99,,,,,,,,,
Papua New Guinea,PNG,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,67,,,,,,,,,,67.90000153,,,,,,,82.72244263,,,,,,,
Poland,POL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.90000153,,,
Pre-demographic dividend,PRE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,65.76676178,65.78276825,66.09501648,66.56334686,66.62525177,67.07546997,67.63012695,67.60572815,68.42681885,66.31535339,66.99693298,67.56629944,67.65550995,68.05307007,67.43689728,66.23191071,65.39610291,65.64644623,64.59262848,65.59745026,67.70091248,69.21859741,70.30352783,70.99175262,71.71466064,72.34570313,73.28469849,74.15885925,74.38593292,74.69470215,75.16658783,75.62590027,75.96999359,
Puerto Rico (US),PRI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,99,,,,,,,92,,,,92.40000153,,,
"Korea, Dem. People's Rep.",PRK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,100,,,,,,,,,,99.99964142,,,,,,
Portugal,PRT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,99.70999908,,,
Paraguay,PRY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,96,,,,,,,,,95.63999939,97.44000244,97.37000275,97.23000336,97.87999725,98.13999939,98.72000122,97.90000153,98.48000336,98.55000305,98.51999664,98.18000031,98.90000153,98.70999908,98.65000153,98.44000244,98.26000214,98.27999878,98.36000061,98.63999939,98.62999725,99.08000183,,
West Bank and Gaza,PSE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,97,,,,,,,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,99,,
Pacific island small states,PSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,95,,,,,,,96,,,99,96,98,97,98,99,99,99,,,,,,,,,,
Romania,ROU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,99,,,,,,,,,,98,,,,,,,,,99,,,,,,,,,,100,,,
Russian Federation,RUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,100,,,,,,,,100,,,,,,,,,,,100,,,
Rwanda,RWA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,75,,,,,,,,,78,,,,,70.45999908,,,,,77.34462738,,82,,85,88.55225372,,,86,,91.51316833,,90,,
South Asia,SAS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,58.45866013,59.95397186,61.42388916,62.59751129,63.76285172,64.90962982,65.93380737,69.47396851,70.70687866,71.83154297,72.86010742,73.94268036,75.11904144,76.12944031,77.12950134,77.13462067,78.11264801,79.41443634,80.53006744,82.09757996,82.84165955,83.46581268,84.99971771,85.81677246,86.90074158,88.04698944,88.59818268,88.4753418,91.19854736,91.6685791,92.17350769,92.67401123,93.1241684,
Saudi Arabia,SAU,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,88,,,,,,,,96,,,,96,,,,,,,,,99,,,,99,,,99,,,,
Sudan,SDN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,78,,,,,,,,66,,,,,,,,,,73,,,,,,
Senegal,SEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,49,,,46.13000107,51,,,63,,66,,57,57.29000092,61.28662872,64.51500702,69,65.95587921,66.50422668,,,78.13999939,,
Singapore,SGP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,100,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,,,
Solomon Islands,SLB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,48,,,,58.41999817,,,,,57.02212906,,,,73.60394287,,72.98558044,,,73.45999908,,
El Salvador,SLV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,85,,,,,,,,92.41000366,93.56999969,93.26999664,93.33000183,93.83000183,94.91000366,94.94999695,95.48000336,96,95.61000061,96.02999878,97,97.13999939,97.22000122,97.76999664,97.94999695,98.01000214,97.98000336,97.97000122,98.34999847,98.51000214,98.06999969,98.26999664,98,
San Marino,SMR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
Somalia,SOM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,
Serbia,SRB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,99,,,,,,,,99,,,,,100,,,100,,,,,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,65.96560669,65.91098022,66.19854736,66.5506897,66.54759979,66.95007324,67.50395966,67.57678223,68.34845734,66.70184326,67.30873108,68.6359024,68.8988266,69.50312805,69.10362244,68.17594147,68.32125854,68.60523987,69.02575684,69.98769379,71.82608032,73.21179962,74.13240051,74.71665192,75.33293915,75.88504791,76.44902039,77.58573151,77.7990036,77.9228363,78.16095734,78.4243927,78.62207031,
South Sudan,SSD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,37,,,,,,,,,,47.90095901,,,,,,
Sub-Saharan Africa,SSF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,65.97035217,65.91552734,66.20288849,66.55489349,66.55175018,66.95413208,67.50789642,67.58067322,68.35214233,66.70558929,67.31226349,68.63916779,68.90196991,69.50611115,69.10655212,68.17886353,68.32409668,68.60801697,69.02845764,69.99028778,71.82848358,73.21405792,74.13452148,74.71865082,75.33483124,75.88681793,76.45066833,77.58724976,77.80043793,77.92420959,78.16226196,78.4256134,78.62325287,
Small states,SST,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,87.69457245,87.71894836,87.83502197,87.85054779,88.00543213,88.33106232,88.69146729,89.10243225,89.39788055,89.47109222,89.75228882,89.94026947,90.09713745,90.2740097,90.46575165,90.13397217,89.80802155,90.08525085,89.45748138,89.42958069,89.68054962,89.98461151,90.43543243,90.58302307,91.00480652,91.10598755,91.22998047,91.3743515,91.51251221,91.66000366,91.7531662,91.8828125,91.95482635,
Sao Tome and Principe,STP,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,94,,,,,,,,,,95,,,,,,,80.20316315,,,,97,,,,,,,95.48574829,,,98.18000031,,
Suriname,SUR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,95,,,,99,,98,,98,,,,,,97.68766785,,,98.90000153,,,
Slovak Republic,SVK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,100,,,,,,,,,,99.80000305,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,92,,,,,,91.41000366,,,,93.50229645,,,,,,,,,,95.88999939,,98.65985107,,
Sint Maarten (Dutch part),SXM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
