Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Seychelles,SYC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,99,,,,,,,,99,,,,,,,,99,,,,,,,,,,99.09999847,,,,
Syrian Arab Republic,SYR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,95,,92,,,,,,,,,,96.09999847,,,,,,,98,,,
Turks and Caicos Islands,TCA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94000244,,,,
Chad,TCD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,17,,,,,,,38,,,,42,,,,,,,,,,,38.77241898,31,,,45.13460159,,,36.06999969,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,94.44647217,94.61553192,94.75118256,95.00254059,95.26590729,95.48416138,97.7270813,97.80915833,97.86126709,97.87161255,97.93785858,98.01846313,98.14479065,98.23342133,98.31645966,98.12069702,98.49429321,98.86238098,98.82530975,98.81098175,98.3917923,98.43302155,98.46807861,98.66712952,98.71473694,98.73535156,98.73549652,98.66316223,99.01273346,99.10385895,99.13050079,99.16544342,99.18948364,
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,98.50962067,98.54981995,98.58545685,98.64070129,98.67314911,98.71114349,98.7416687,98.80198669,98.78681183,98.9303894,98.9567337,98.98628998,98.98686981,98.96159363,99.04266357,99.04988098,99.07897949,99.11646271,99.38661957,99.45465088,99.5342865,99.5929718,99.63327026,99.66098785,99.68683624,99.71405029,99.76560974,99.84990692,99.87200928,99.88317871,99.8912735,99.89508057,99.89848328,
Togo,TGO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,74,,,,,,76,,,82,,80,,,79.66000366,84,,82.50614929,,88,,,,,
Thailand,THA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,98,,,,,98,,,,,97,,,98,,98,97.49385834,,98,98.5203476,,98.80000305,98.17295837,,
Tajikistan,TJK,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,100,,,,,,,,,,99.90000153,,,,,,,98.80999756,,,,,,,
Turkmenistan,TKM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,100,,,,,,,,,,99.80000305,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,91.3006134,91.9467926,92.57276917,93.19062805,93.80445862,94.13929749,94.27385712,94.52940369,94.75695038,94.96726227,95.11784363,95.51571655,96.27732849,96.39221191,96.57489777,96.67843628,96.88715363,97.08200836,97.29844666,97.26441193,97.70065308,97.86702728,97.83361053,98.17002869,98.26841736,98.39562225,98.38292694,98.46383667,98.50647736,98.50052643,98.55400848,98.60784912,98.64109039,
Timor-Leste,TLS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,85.63999939,80,,,,,,89.14447784,,,,85.09999847,,,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,77.1894989,78.30217743,78.06334686,78.95401764,80.3079071,81.275383,82.18385315,82.81463623,83.63478851,84.39614868,85.27443695,86.01693726,87.4006424,88.0178833,88.39859772,88.46836853,89.15119171,90.1548996,87.30185699,87.54328156,87.51100159,88.45638275,89.10275269,89.23349762,89.45728302,87.83496857,88.16737366,88.43509674,88.75121307,89.04911804,89.33873749,89.56984711,89.72216797,
Tonga,TON,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,99,,,,,,,,,,99,,,,,99,,,,,,,,99.89434052,,99.40000153,,,
South Asia (IDA & IBRD),TSA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,58.45866013,59.95397186,61.42388916,62.59751129,63.76285172,64.90962982,65.93380737,69.47396851,70.70687866,71.83154297,72.86010742,73.94268036,75.11904144,76.12944031,77.12950134,77.13462067,78.11264801,79.41443634,80.53006744,82.09757996,82.84165955,83.46581268,84.99971771,85.81677246,86.90074158,88.04698944,88.59818268,88.4753418,91.19854736,91.6685791,92.17350769,92.67401123,93.1241684,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,65.97035217,65.91552734,66.20288849,66.55489349,66.55175018,66.95413208,67.50789642,67.58067322,68.35214233,66.70558929,67.31226349,68.63916779,68.90196991,69.50611115,69.10655212,68.17886353,68.32409668,68.60801697,69.02845764,69.99028778,71.82848358,73.21405792,74.13452148,74.71865082,75.33483124,75.88681793,76.45066833,77.58724976,77.80043793,77.92420959,78.16226196,78.4256134,78.62325287,
Trinidad and Tobago,TTO,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,99.40000153,,,,,,,,,,,,,,,,,,,,,,92,,
Tunisia,TUN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,94,,,96,97,,97,97,97,,96,,,,97.97743988,97,,,98.16139221,,
Turkiye,TUR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,96,96,96,96,,98,98,99,99,99,99,99,100,100,99.38999939,100,,,,,
Tuvalu,TUV,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.81539154,,,,,
Tanzania,TZA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,78,,,,,,,,74.56051636,,86,,,86,,,,,,,87.07037354,,
Uganda,UGA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,70,,,,,,,,,,,81,,,,84,,,,87,,84,,,,79.78305054,,,,,,91.83000183,,
Ukraine,UKR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,100,,,,,,,,,,,99.96975708,,,,,,,,,99.90000153,,,
Upper middle income,UMC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,93.98065948,94.28022766,94.56794739,94.86698914,95.19940948,95.42967987,97.15474701,97.23677826,97.34529114,97.43314362,97.53308105,97.69442749,97.96087646,98.0789032,98.18051147,98.03486633,98.26113892,98.65823364,98.29380035,98.30579376,98.30670166,98.3556366,98.34269714,98.45896912,98.43618774,98.45191193,98.32465363,98.33274841,98.44721222,98.45263672,98.43006134,98.4357605,98.41577911,
Uruguay,URY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,99,,,,,,,,,,99,99,98.90000153,98.97000122,98.76999664,98.84999847,98.95999908,98.93000031,98.83999634,98.93000031,99.15000153,98.93000031,98.87000275,99.01999664,,99.18000031,99.12999725,,
United States,USA,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,100,,,,,,,,,,,,,100,100,100,100,,100,100,,100,100,,
St. Vincent and the Grenadines,VCT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,97.55999756,97.61000061,97.77999878,97.81999969,98.12999725,98.06999969,98.29000092,98.40000153,98.45999908,98.52999878,98.45999908,98.61000061,98.80999756,98.73999786,98.87999725,99,99,,,,,,98.73000336,,
British Virgin Islands,VGB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,95,95,,,,,,,,,97,,,,,,,,,,99,98.20052338,,99,,
Vanuatu,VUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,86.09999847,,,,,,,,,,91.80000305,,,,,,,,,,95.30000305,,,,,,,96.90000153,,,
World,WLD,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,83.43386841,83.70243835,83.94869995,84.19615173,84.44989014,84.68945313,85.53378296,86.32762146,86.63845825,86.64453125,86.95549011,87.42726135,87.89697266,88.24987793,88.46698761,88.25662231,88.60697174,89.04707336,89.1484375,89.57769775,89.84227753,90.1556015,90.60756683,90.88017273,91.1571579,91.34822845,91.49416351,91.54640198,92.37413025,92.4702301,92.59255981,92.73769379,92.83838654,
Samoa,WSM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99,,,,,,,,,,,,,,,,,,,,99,,,,,,,,99.02413177,,99.09999847,,,
Kosovo,XKX,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,60,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,69.23000336,
South Africa,ZAF,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,94,,,,,,,,,,,98,,98,99,99,99,,99,99,96.70674133,95,,98,,97,,,
Zambia,ZMB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,,,,,,,,69,,,69,,,,,64.04963684,,,89,,,,,,,,77.68875122,,93.19999695,,,,
Zimbabwe,ZWE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,95,,,,,,,,,,,,,,,,,,,90.93070221,,,90.42812347,,,,,92.51284027,,,90.86000061,,
